1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167
1		5	3	3	4	4	3	5	3	3	4	3	3	2	3	2	3	3	2	2	2	4	4	4	4	3	3	3	4	4	1	2	2	3	3	4	4	4	1	2	2	1	1	5	2	5	2		1	7-8 months	3	1	1	1	1	1	2		4		1	2		4			18	1			3				7	8				12		14	15	16		18				22	23				27		29				33		2	4 months	3		3	3		4	3/4/2015								8										9		2	1																4				8											9	2	1	Romania
1		5	4	3	4	3	4	4	3	4	4	2	2	3	2	2	2	4	2	2	2	2	3	2	2	2	2	2	4	3	1	4	2	2	2	2	4	3	1	1	3	1	1	5	2	5	2		1	26	3	2	3	1	1	1									5		26	2		2	3						9	10		12		14					19				23	24	25			28							2	2-3 years	2		1	3		1					4	5													9		2	1													1									Addison's							7			2	1	Illinois
1		5	3	4	2	2	5	5	5	2	5	1	3	1	2	5	4	5	5	5	2	1	1	1	2	1	1	3	2	2	3	1	2	3	1	4	2	2	1	1	1	1	1	5	2	5	2		2		4	1	3	2	1	1		3	4						5		26	2	1		3	4	5			8				12		14	15		17					22		24	25		27				31	32			2	23 years	5	GP with specialized training in Celiac	1	2		4	5								8				3							interstitial cystitis	2	1													1							8		autism and seizure disorder									9	2	1	Louisiana
1		5	3	2	3	3	4	3	2	4	4	1	2	2	2	5	3	2	4	3	3	2	4	1	3	1	3	2	2	3	3	1	2	2	2	2	2	3	1	1	1	1	1	5	3	2	3	7 months	1	1 year	1	1	3	1	1		2								5		20	2			3					8							15			18	19					24					29	30			33		2	10 years	3		1	3		1		1				5						2								GERD	2	1																					9										9	2	1	Florida
1		5	4	3	4	4	3	4	4	2	4	5	3	2	2	4	2	4	3	4	4	4	4	3	4	5	4	4	4	3	3	4	3	3	4	4	4	3	2	1	1	1	1	5	2	5	2		2		3	2	1	1	1	1	2								5		31	2																																		34	2	3 months	3		3	2		1				3															9		2	1																						IBS, IC									9	2	1	Nebraska
1		5	4	5	3	2	5	5	3	2	5	3	3	2	3	5	2	5	1	4	3	3	3	3	3	3	2	2	3	3	3	2	2	2	2	2	3	3	2	1	1	1	1	5	2	5	1	12 months	2		3	3	2	1	1	1	2		4					4			31	2	1		3					8				12		14			17	18					23	24					29			32			2	6 years	5	A friend	1	2		4	10/15/2015								8			2	3							Pernicious anemia	1		2			5									1				5	6				MS					5					2	1	Alaska
1		5	4	5	5	2	5	5	1	2	5	1	1	2	2	3	1	1	5	4	5	3	3	5	3	3	5	4	4	3	2	3	2	2	4	2	4	3	1	1	1	1	1	5	3	2	1	6 months	2		3	1	3	2	1	1	2								5		20	2			3		5		7	8						14					19					24				28		30					2	3 months	3		1	2		1					4	5		7	8											Bipolar Disorder	1		2		4		6	7				11	12				3					8		Autism; depression									9	2	1	WA
1		5	4	5	5	5	2	2	2	1	5	1	1	1	1	1	3	3	3	2	3	3	1	3	4	4	4	2	3	2	2	1	3	2	2	4	3	2	3	1	2	1	1	5	2	5	3		2		3	3	1	2	1	1	2		4		1						"27
"	2	1		3		5		7	8			11	12		14					19				23	24	25							32			2	18 months	5	Endocrinologist	1	3		4	5								8				3								2	1													1					6													9	2	8	Maharashtra, India
1		5	3	3	2	1	1	1	2	4	2	1	1	1	2	4	2	5	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	4	1	5	3	3		two years	1	6 months	3	1	3	1	1	1		3						4			24	2	1		3				7	8	9			12	13				17										27						33		2	6 years	5	Endocrinologist	1	5	Endocrinologist	3		1				5			8		1		3								2	1													1		3			6				lupus, psoriatic arthritis									9	2	1	Indiana
1		5	3	3	3	3	1	1	1	5	1	1	1	1	1	1	1	5	5	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	5	3	5	2		2		3	3	3	1	1	1		3	4		1	2	3	4			26	2			3	4	5		7	8	9			12		14	15	16	17	18							25		27		29				33		2	12 years	5	a surgeon whose wife has celiac was seeing me for a swollen lymph node.. He asked the GI to test me based on symptoms	1	5	I live in central Arkansas and while I do see a GI, I mostly do my own research	4	3								8										9		1		2																			8											9	2	1	Arkansas
1		5	2	3	4	2	3	2	1	2	3	2	2	2	3	3	2	3	2	1	4	2	3	1	2	1	2	2	5	3	2	2	3	3	2	4	5	3	2	1	1	1	1	5	3	2	1	10 months	2		3	2	1	1	1	1	2							4			27	2			3		5		7		9	10		12		14	15												27		29						2	18 years	3		1	3		4	1								8										9		2	1													1				5	6										6				2	1	Colorado
1		5	4	1	1	1	3	5	5	2	2	2	1	1	1	5	4	2	1	3	1	1	1	1	2	1	4	2	2	1	2	1	1	3	3	4	2	1	4	1	1	5	1	3	3	5	4		2		3	3	1	2	1	1	2								5		22	2																																		34	1		3		3	3		4	6								8						5						2	1																					9										9	2	1	Ontario
1		5	3	3	3	4	2	5	2	4	4	1	1	1	1	3	1	3	4	2	4	3	4	2	4	3	3	3	4	5	3	3	2	3	2	4	4	5	2	2	2	1	1	5	3	4	3		1		3	2	1	1	1	1	2		4						5		28	2			3					8						14																					2	4 years	3		1	3		2										I also have Crohn's Disease									9		2	1															3															8		2	1	Wisconsin
1		5	2	5	5	5	2	4	4	3	3	1	2	3	4	2	2	1	1	1	5	2	3	3	2	1	2	3	3	2	3	3	2	2	2	2	3	2	2	2	2	2	3	3	3	5	2		2		3	2	3	2	1	1	2								5		24	2			3		5			8				12		14															29				33		2	7 years	3		1	5	No one seems concerned about my Celiac	4	Three - but no actions are taken			3	4					Difficult to get them to believe									9		2	1																					9										9	2	1	VA
1		5	3	4	4	3	1	3	3	1	2	3	2	1	2	3	1	2	1	2	3	3	3	3	3	1	1	2	3	1	3	2	3	1	2	1	3	1	1	1	1	1	1	5	3	5	4		2		3	3	3	1	1	1	2								5		22	2	1		3		5		7	8				12			15	16			19													32			2	3 years	3		1	3		4	4								8										9		2	1													1																		9	2	1	Pa
1		5																																																																																																																																																																				
1		5	3	3	2	2	3	4	5	5	4	3	3	3	4	4	3	5	3	4	2	2	2	2	3	2	3	4	4	4	2	3	2	3	4	2	4	4	1	1	4	1	1	5	3	5	3	3 months	2		3	2	1	1	2	1	2		4				3	4			"30
"	2	1						7		9			12		14		16	17	18	19						25				29						2	5 years	5	Allergist	1	3		3									8			2	3								1												12		1													4		6	7			1	2	Maryland
1		5	3	3	3	3	4	3	2	3	2	1	2	2	4	3	3	3	3	3	3	3	2	2	3	1	4	3	4	3	3	2	2	2	2	2	4	3	2	1	1	2	1	5	3	3	3		2		2	3	3	1	1	1	2	3			1			4			21	2												12		14	15	16												28																																																																						
1		5	2	2	2	2	3	4	3	5	1	1	1	1	1	5	2	5	4	2	3	1	2	1	3	1	2	1	5	2	2	1	2	2	2	2	5	2	1	1	1	1	1	5	2	3	4		1	12 months	3	2	2	1	1				4						5		"27
"	2	1		3		5	6	7	8	9	10		12	13	14	15	16	17	18	19			22	23	24	25		27	28	29	30	31	32	33		2	25 years	2		1	5	myself	1						5	6													von willibrands	1		2												1				5	6													9	2	1	north carolina
1		5	3	3	3	3	3	4	2	4	3	2	2	2	2	4	3	4	4	5	3	3	3	3	3	3	3	2	3	2	3	3	2	2	2	4	3	2	2	1	1	1	1	5	3	3	3		2		3	2	3	1	1	1	2				1						26	2			3		5			8	9			12	13	14	15	16			19													32			2	8 years	3		1	3		4	2								8										9		1						6												5														9	2	1	Rhode Island
1		5	1	2	3	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	5	3	1	1		1	12 months	3	2	3	1	1	1	2				1			4			"16
"	2																																		34	1		3		3	3		1		1			4	5													9		1		2		4								12							6		8		Raynaud's					5					2	1	NY
1		5																																																																																																																																																																				
1		5	4	4	4	4	2	5	5	5	4	2	2	2	4	2	3	4	5	3	4	3	3	3	3	4	3	3	4	4	4	2	2	2	2	2	4	4	2	1	3	1	1	5	3	2	2		2		3	2	2	1	1	1	2								5		28	2			3					8				12		14																					2	6 months	3		1	2		3		1																	9		2	1																					9										9	2	1	Tennessee
1		5	3	1	3	2	4	4	3	4	2	1	1	1	2	4	3	2	1	5	2	3	3	3	2	3	3	2	4	4	4	4	2	2	2	3	4	4	1	1	1	2	1																																																																																																																											
1		5	2	2	3	2	3	4	4	2	4	2	1	1	1	1	1	2	2	3	3	2	2	1	2	1	2	1	2	2	2	1	2	1	2	1	2	2	2	1	1	1	1	5	3	1	3		2		3	1	3	1	1	1	2				1						27	2			3				7	8				12		14		16																			1		3		1	3		4	2								8										9		2	1													1												3		5					2	1	Missouri
1		5	1	1	1	1	2	4	3	5	4	1	1	1	1	3	2	1	5	2	1	2	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	5	3	1	1	1 year	1	6 months	3	2	3	1	1		2								5		18	2																							23										33		2	6 months	3		1	2		4	2								8										9		2	1																					9										9	2	1	Massachusetts
1		5	2	2	2	1	5	2	1	5	2	1	1	2	1	1	1	3	3	2	1	3	2	3	3	1	3	2	4	4	1	1	2	2	2	2	4	4	2	1	1	1	1	5	3	1	2		2		3	2	2	1	1	1	2				1						29	2			3		5		7					12	13	14			17						23												2	2 months	2		1	3		3										new diagnosis									9		1					5											3		5														9	2	1	ohio
1		5	1	3	5	3	1	2	1	3	5	1	1	4	1	4	2	3	3	1	4	3	2	3	1	3	1	2	5	5	1	1	3	3	3	5	5	5	1	1	1	1	1	5	3	5		1 year	2		3	2	1	1	1	1	2				1						30	2								8				12		14																					2	15 yrs	3		3	5	myself	3				3									3								1	1																					9										9	2	1	minnesota
1		5	3	4	3	4	1	1	3	5	5	1	1	1	1	1	1	3	3	1	2	2	3	3	3	2	2	3	3	3	4	2	2	2	2	2	3	3	2	1	1	2	1	5	2	3	2		2		3	1	3	1	1	1	2								5		12	2			3				7	8				12		14	15	16			19					24		26	27								1		3		1	3		2						5													9		2	1													1										1				5					2	1	RI
1		5	2	2	4	2	3	3	1	2	3	2	2	3	3	1	2	3	1	2	4	3	5	2	3	1	1	3	5	5	1	3	3	4	4	5	5	5	2	1	1	1	1	5	3	5	3		2		4	2	1	1	1	1	2				1						29	2			3	4			7		9			12		14				18					23		25		27						33		2	9 years	3		2	2		4	8								8									8			2	1																					9								7			2	1	Kentucky
1		5	3	1	2	1	1	2	1	4	2	1	1	1	1	1	1	1	1	4	1	1	1	3	3	2	4	2	3	3	4	1	2	2	2	2	3	3	4	2	2	2	3	3	3	4	1	4 months	2		3	3	1	2	1	1			4						5		25	2	1		3		5		7	8				12	13		15	16	17					22	23	24	25			28							2	5 years	2		1	2		1		1				5			8				3							alopecia areata	2	1													1				5			8											9	2	1	WI
1		5	2	2	4	3	4	5	4	2	2	3	2	2	2	2	2	3	4	3	3	4	3	4	3	5	4	4	3	3	3	1	2	2	4	3	3	3	2	1	1	1	1	3	3	3	2		2		1	1	1	1	1	1	2				1		3	4			18	2			3				7	8				12		14		16							23												2	6 months	3		1	3		4	3								8										9		1		2																				9										9	2	1	Missouri
1		5	2	1	3	3	5	1	2	5	3	1	1	1	1	1	1	1	3	2	4	2	2	2	3	1	3	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	5	3	2	3		2		3	1	3	1	1	1	2								5		23	2			3	4	5							12											23												2	7 years	3		1	3		4	3								8										9		2	1																	5			8											9	2	1	New York
1		5	4	4	4	4	4	4	3	4	4	4	3	2	3	4	3	4	4	3	4	3	3	3	3	3	3	3	4	4	3	2	3	4	4	5	4	4	1	1	1	1	1	5	3	5	2		2		3	1	1	2	1	1	2				1						34	2			3		5		7	8		10	11	12		14	15	16	17			20		22	23	24	25				29			32			2	5 years	3		1	3		3									8											Narcolepsy, Reynauds Phenomenon	2	1													1									multiple sclerosis									9	2	1	Wisconsin
1		5	3	4	4	4	5	5	5	3	3	2	1	1	1	4	2	4	2	3	3	3	2	2	3	3	2	1	4	2	3	2	2	2	2	2	4	2																																																																																																																																
1		5	3	3	4	4	5	5	5	2	3	3	2	2	3	4	2	4	2	3	3	3	3	2	3	2	2	1	3	1	2	1	2	2	2	1	3	1	1	2	1	1	1	5	3	4	3		1	15	3	2	1	1	1	1	2	3			1			4			27	2			3				7	8				12											23	24	25							32			2	7years	2		1	3		4	4								8				3								1							7					12											Chrones disease		2				6				2	1	Minnesota
1		5																																																																																																																																																																				
1		5	4	4	4	4	5	4	3	1	5	3	2	2	4	4	4	3	4	5	4	2	1	3	2	3	1	4	4	4	3	1	3	3	3	3	4	4	1	1	3	1	1	5	3	5	2		2		3	3	1	1	1	1	2								5		22	2												12																					33		1		3		1	5	no one	1				3																endomdetriosis	1		2																	6													9	2	1	ontario
1		5	2	4	5	2	3	2	1	2	2	1	1	1	4	1	1	2	3	4	5	2	1	3	2	2	2	2	3	2	3	2	3	3	4	5	3	2	1	1	1	1	1	5	3	4	3		2		3	3	2	1	1	1	2								5		21	2			3					8				12																				32			2	1 month	3		1	3		4	6/8/2015								8				3								1								8														9							6				2	1	RI
1		5	5	3	3	2	2	5	5	4	3	2	2	2	1	5	3	5	2	2	3	1	1	2	3	1	1	2	5	4	1	3	2	2	2	3	5	4	2	1	1	1	1	5	2	4	2		2		3	2	3	2	1	1	2								5		21	2			3	4				8				12		14	15		17		19					24	25		27								2	2 years	3		3	3		4	5								8							6		8			1											11					3																9	2	1	CT
1		5	3	2	2	2	4	4	4	1	5	1	1	3	1	3	2	5	1	5	2	3	2	2	4	4	4	2	1	2	2	2	2	1	1	1	1	2	2	1	1	1	1	5	3	3	3		2		1	1	3	1	1	1	2				1						"22
"	2			3		5		7	8	9			12	13		15	16	17	18	19													32	33		2	22 years	3		1	2		4	6								8										9		2	1													1							8		Eczema, Autoimmune Pernicious Anemia, Macular Dengeneration, Skin Cancer, Breast Cancer	1						7			2	1	PA
1		5	4	4	3	3	4	5	5	5	5	2	2	5	4	5	4	5	5	4	4	4	2	4	3	3	3	4	5	5	5	2	2	2	2	2	5	5	5	1	1	1	1	5	2	5	1	Unsure- guess is about 6months-1yr	2		1	2	1	1	1	1	2	3							5		"31
"	2			3	4	5			8	9			12	13	14	15								23						29			32			2	Estimate 10yrs	5	Myself then went to a celiac specialist for testing	1	3		3				3						Newly diagnoised								8		Degenerative disc disease	1			3				7					12		1		3	4		6				Something I can't remember but requires regular blood transfusions to bust immunity	1				5	6		8		2	1	CA
1		5																																																																																																																																																																				
1		5	4	4	4	4	1	4	2	3	2	1	3	3	4	4	4	3	4	4	5	4	2	4	5	4	3	4	5	5	4	3	2	3	4	3	5	5	1	1	1	3	1	5	2	1	3		1	1 year	3	2	1	2	1	1	2	3					3	4			"31
"	2	1		3					8				12		14	15														29				33		2	approx. 19 years	3		2	3		4	4								8				3								2	1													1							8											9	2	3	Louisiana
1		5	2	3	4	1	2	3	2	3	2	1	4	4	1	3	2	3	1	1	4	4	3	3	3	5	3	2	5	4	3	1	3	3	2	5	5	4	1	2	1	1	1	5	3	2	1		2		1	3	3	1	1	1		3							5		24	2			3				7	8				12		14	15	16																	33		2	6 months	5	Neurologist	1	3		3									8							6					2	1													1																		9	2	1	NY
1		5	4	5	5	5	4	4	3	3	4	4	5	3	5	5	3	4	4	3	5	4	4	4	4	3	4	3	4	3	4	3	3	2	5	4	4	3	1	1	2	1	1	5	3	5	4		2		3	3	1	1	1	1	2		4		1						31	2			3		5		7	8				12		14	15														29			32			2	5+ years	2		3	3		4	2									N/A										Not sure, undiagosed if any	2	1																					9							6				2	1	British Columbia (Canada)
1		5	1	1	1	1	2	2	3	4	1	1	1	2	1	1	1	2	1	2	2	2	1	2	3	5	3	1	1	1	3	1	1	3	2	4	1	1	1	1	1	1	1	5	3	3	1		2		3	3	3	1	1	1	2								5		29	2			3					8				12				16																	33																																																																	
1		5	5	5	4	3	5	5	5	1	5	3	3	3	4	5	4	3	3	4	4	3	3	3	3	4	3	3	4	2	3	3	3	3	5	5	4	2	1	2	1	1	1	5	3	3	1	6 months	2		3	1	3	1	1	1	2		4						5		22	2			3		5		7	8	9			12		14	15	16			19				23												2	7 years	3		3	3		4	10								8										9		1		2																				9							6				2	1	New York
1		5	3	3	3	2	3	3	4	4	2	1	1	1	1	2	3	2	3	5	4	4	4	4	4	4	3	4	3	3	3	2	3	3	4	4	3	3	2	1	1	1	1	5	3	5	3		2		3	1	2	2	1	1	2								5		22	2			3		5			8	9			12	13	14	15			18	19									28	29				33		2	1 year	3		1	3		1				3	4	5													9		2	1																					9										9	2	1	Indiana
1		5	4	4	4	4	4	4	4	4	4	3	2	3	3	4	5	2	4	4	4	2	2	1	1	1	1	4	4	1	4	2	2	2	2	3	4	1	4	4	2	3	1	4	3	1	4		2		4	3	3	1	1	1	2								5		25	2							7					12										22	23	24	25										1		2		2	2		3									8										9		2	1																					9										9	2	1	NY
1		5	3	2	3	1	2	2	1	4	1	1	1	2	2	2	1	4	3	2	3	3	2	2	3	2	2	1	3	3	3	3	2	2	2	2	3	3	1	1	1	1	1	5	3	5	1	1yr	1	6 months	3	3	3	1	1	1	2				1			4		2 more not sure of but had a on end- celiac panel was ordered	"27
"	2			3		5	6						12	13	14				18						24	25			28	29			32			2	2 years from regular intense symptoms	2		1	2		4	4/6/2015				4	5													9		1												12		1					6									5	6				2	1	Oregon
1		5	3	4	5	5	3	3	3	2	5	2	2	1	2	2	2	3	2	2	5	4	4	4	4	4	4	4	5	4	4	4	3	3	4	4	5	4	2	1	1	1	1	5	3	4	1	1 yr	1	1 year	3	2	3	2	1	1	2	3							5		26	2		2	3		5		7	8		10		12		14	15	16	17	18	19				23		25			28	29				33		2	1 month	3		3	3		4	5/6/2015								8										9		1				4				8	9													9										9	2	1	Wisconsin
1		5	2	1	2	2	1	2	2	4	2	1	1	2	1	2	1	2	2	1	3	2	2	2	3	1	1	2	4	3	2	2	2	2	2	1	4	3	1	1	1	1	1	5	3	2	1		2		3	2	3	1	1	1	2								5		27	2			3									12		14																					1		3		1	3		3									8										9		3				4													4															9	2	1	Currently in China (previously in Hungary, then Illinois, and grew up in California)
1		5	4	3	4	4	3	5	4	2	2	1	1	2	3	3	2	5	5	4	4	3	3	3	3	2	1	3	3	2	4	1	2	2	3	2	3	2	2	1	2	1	1	5	2	5	1	1 year	1	6 months	3	2	3	1	1	1	2	3			1						29	2			3	4	5		7					12		14	15		17	18									27	28							1		2		1	3		3									8										9		1		2																5					GBS-guillain-barré syndrome									9	2	1	CO
1		5	2	3	5	1	4	5	4	5	1	2	2	5	4	5	4	4	5	5	4	3	2	2	1	1	1	4	2	1	3	1	2	2	2	4	2	1	2	1	2	1	1	5	3	3	3	3 months	2		3	1	1	1	1	1	2		4		1						32	2	1		3				7	8				12	13										23		25										1		2		1	2		4	1								8											Hashimoto's	2	1																		6													9	2	1	CA
1		5	3	3	4	4	2	2	2	1	4	2	3	2	4	5	4	3	4	4	5	4	3	3	5	3	5	1	4	3	2	5	3	2	5	2	4	3	1	1	4	1	1	5	3	5	1	about 1 year	2		3	2	2	1	1	1	2								5		30	2			3		5			8				12			15				19										29				33		2	5 years	2		1	3		4	10								8										9		2	1																				8		Grave's Disease									9	2	1	Connecticut
1		5	3	2	3	3	1	5	4	3	3	2	2	2	3	3	2	2	4	4	4	2	2	2	3	1	4	3	3	1	3	2	1	1	1	1	3	1	1	1	1	1	1	5	3	3	4		2		4	3	2	1	1	1									5		31	2		2	3		5				9			12	13	14		16			19				23				27				31				2	2 years	2		1	2		4	2								8										9		3	1																					9										9	2	1	IL
1		5	2	2	2	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	2	2	2	3	1	3	2	1	2	1	1	3	2	2	2	2	2	1	1	1	1	1	1	5	3	4	1		2		3	2	1	2	1	1	2				1			4			20	2			3									12																							2	2 years	3		1	3		4	5								8										9		2	1																					9							6				2	1	New york
1		5	2	2	3	2	1	4	2	1	4	4	4	4	4	4	4	5	2	5	4	4	2	4	4	2	4	1	2	3	3	2	3	2	2	4	2	3	4	1	2	1	1	5	2	5	4		2		3	3	3	1	1	1	2	3			1	2	3	4			31	2							7					12			15		17					22	23						29		31				2	3 months	3		1	5	Myself	3									8											Anemia	3	1													1		3														7			2	1	California
1		5	3	5	3	3	4	4	2	4	3	3	2	1	2	2	3	4	3	4	4	3	3	3	4	3	2	3	4	4	4	1	2	3	2	4	4	4	3	1	1	1	2	5	2	5	2		1	24 years	2	2	2	1	1			3	4						5		"25
"	2	1		3		5		7	8	9			12	13	14	15	16		18	19				23	24			27		29			32			2	2 months	2		1	2		3						5													9		1		2				6								1		3		5			8											9	2	1	florida
1		5	5	5	5	3	1	1	3	1	5	5	5	5	5	1	5	5	5	5	5	3	5	1	4	3	5	5	5	3	5	3	4	3	5	5	5	3	3	5	5	1	3	2	3	1	2		2		3	1	3	1	1	1	2		4						5		21	2			3		5		7	8					13	14	15	16			19				23	24			27		29			32	33		2	6 years	3		3	2		4	5								8										9		2	1													1		3		5						1							8		2	2	Nevada
1		5	3	4	5	5	3	4	2	4	1	2	3	4	3	3	3	4	4	5	5	4	2	5	5	5	5	4	4	4	4	2	4	3	5	4	4	4	2	1	1	1	1	5	3	5	2		1		4	1	3	1	1	1	2	3	4						5		34	2			3				7	8				12	13	14	15	16	17								25		27	28	29	30	31		33		2	over 10 year	3		1	3		3									8											Not sure	2	1															3													6				2	1	nj
1		5	4	4	1	1	1	5	4	2	5	5	1	1	1	5	1	3	4	2	1	3	1	4	4	3	2	1	2	1	5	1	2	2	4	3	2	1	2	1	4	1	1	5	3	2		12 months	1	1	3	2	1	2	1	1	2				1			4			27	2			3					8				12		14										24								32			2	5 months	2		1	2		4	5								8										9		1					5			8								3					8											9	2	1	Vermont
1		5	4	2	3	3	5	5	5	3	5	2	1	2	1	3	5	2	1	2	2	4	2	1	4	4	5	3	4	3	3	1	2	2	2	4	4	3	2	1	1	1	1	5	3	2	4		2		3	2	3	1	1		2								5		30	2			3		5			8					13		15			18	19									28							2	First visit, amazing for 1980!	3		1	3		4	Once								8										9		2	1																					9										9	1	1	NY
1		5	5	5	4	2	2	5	5	2	4	1	1	2	1	3	1	3	3	5	3	3	4	3	2	1	3	2	3	3	5	3	2	3	2	4	3	3	2	1	1	1	1	5	3	4	4		1	2	3	1	2	1	1	1			4						5		33	2	1		3		5				9	10		12		14	15	16	17		19				23	24	25		27	28	29		31	32			2	4 years	2		1	2		3									8						5					Chrons, hypoglycemia	2		2									11					3							Chrons (mother)									9	2	1	Indiana
1		5																																																																																																																																																																				
1		5																																																																																																																																																																				
1		5	2	2	3	4	4	4	2	5	2	2	1	1	2	2	2	2	3	2	2	1	1	2	2	1	1	2	3	3	3	1	2	2	2	2	3	3	1	1	1	1	1	5	2	5	3		2		2	1	2	1	2					5					5		28	2			3		5				9			12				16	17	18							25							32			1		5	Dermatologist confirmed	1	5	Self	2						5						2									1				4													4															9	2	1	New jersey
1		5																																																																																																																																																																				
1		5	2	1	1	1	2	3	2	5	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	5	3	2	4		2		2	2	3	2	1	1	2								5		23	2			3					8				12					17										27								2	6 months	3		1	2		1						5													9		1			3																				Crohn's disease									9	2	1	Ontario, Canada
1		5	3	2	3	1	1	1	3	4	5	2	2	1	2	2	2	3	2	4	3	3	1	1	2	2	2	2	3	2	3	2	2	1	1	1	3	2	4	1	1	1	4	5	2	5																																																																																																																								
1		5	2	1	1	1	1	2	2	4	4	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	5	3	5	1		2		3	2	3	1	1	1	2	3			1	2					28	2			3								11			14								22	23		25								33		2	1 month	3		1	3		4	3								8										9		2	1																					9							6				1	1	CA
1		5	2	2	3	3	4	5	5	5	2	3	1	1	2	4	4	2	3	5	4	1	2	2	2	2	1	2	2	2	2	2	2	2	4	2	2	2	2	1	1	1	1	5	2	5	4		2		3	1	1	1	1	1	2				1						29	2																																		34	1		3		1	3		4	3								8										9		1											11											9		1	2			5	6				2	1	nj
1		5	2	2	2	2	2	3	3	3	2	2	1	2	1	2	2	1	2	1	1	2	1	2	2	2	3	2	2	2	3	2	2	1	2	2	2	2	2	4	2	2	1	4	3	2	4		2		3	2	3	2	1	1	2								5		15	2			3										13																						1		3		1	2		1						5													9		1				4																		9										9	1	1	TN
1		5	3	3	3	4	1	4	5	4	2	2	1	1	2	4	1	2	5	2	4	3	2	1	3	3	3	1	3	1	2	1	1	1	2	1	3	1	1	1	1	1	1	5	3	5																																																																																																																								
1		5	3	3	2	2	4	3	3	2	2	1	1	1	1	2	2	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	5	3	5	4		2		3	2	1	1	1	1	2				1		3	4			15	2									9																									34	1		3		3	5	none	1		1																	9		1				4										1																		9	1	1	NJ
1		5	4	4	4	4	5	5	2	4	2	3	2	2	1	4	4	4	2	5	4	3	2	4	5	3	4	2	3	1	3	1	3	1	2	2	3	1	3	1	1	1	1	5	3	5	4		1	15 years	4	3	1	2	1	1	2	3							5		"15
"	2																														30					2	3 months	1		1	1		4	15								8											Ulcerative colitis	2	1																					9										9	1	1	CA
1		5	5	4	3	2	3	5	5	1	5	3	2	5	5	5	5	5	4	2	3	3	1	2	2	4	4	1	5	4	2	2	3	2	2	2	5	4	5	1	2	1	4	2	3	3	4		2		3	1	3	1	1	1	2				1				5		27	2			3		5			8	9			12	13	14				18	19				23	24	25	26		28	29			32			2	early 2 years as late as 25 years	5	Allergist	3	3		3									8				3								1												12		1				5			8				2			5	6	7			2	1	Michigan
1		5	3	2	2	2	2	4	2	4	2	1	1	1	1	4	2	2	3	1	2	2	3	1	3	1	2	1	5	2	2	4	2	3	3	3	5	2	2	1	2	1	1	5	3	3	1	Don't know	2		4	3	3	1	1	1	2	3							5		26	2			3		5		7					12	13		15																		33		2	3 years	3		1	3		4	2								8				3					8			1												12		1		3					8											9	2	1	WA
1		5	3	1	2	1	1	1	1	4	2	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	5	1	3	1	1	1	2	2	1	2	3	1	1	2	1	1	1	5	3	2	2		2		2	1	3	2	1	1	2		4		1						21	2			3				7	8											19																2	3 years	2		1	3		4	2								8										9		1		2		4			7					12									8		oral allergy syndrome, fibromyalgia									9	2	1	ri
1		5	3	2	4	4	1	4	4	1	4	1	1	1	1	5	3	4	3	1	3	1	2	3	1	4	2	2	2	2	1	1	3	3	2	5	2	2	3	1	1	1	1	5	3	4	2		2		2	3	3	1	1	1	2								5		27	2			3		5		7	8	9			12	13		15	16	17		19								27		29	30			33		2	5 years	2		1	4		4	1								8						5					Candida, dysmenhoria	2	1																					9							6				2	1	British citizen
1		5	4	5	3	3	5	5	5	2	3	3	3	3	5	5	4	5	1	5	4	4	3	3	4	4	1	4	3	2	5	1	3	3	4	5	3	2	2	1	3	1	1	5	3	5	3		2		3	1	2	1	1	1	2								5		25	2	1		3				7	8				12				16	17	18	19					24	25								33		2	2 years	2		1	2		4	6								8		1				5						1												12		1		3		5	6	7								5					2	1	Illinois
1		5																																																																																																																																																																				
